"","rowname","variable","value","valid_n","aggregation_type","xi","yi","group","disa","count","key","code","rank","variable_label","rowname_label","yi_lab","xi_lab"
"39","all","8",10.9,5475,"percentage","hh_size_prop","No_disagregation","all"," ",597,"hh_size_prop/all","1",6,NA,NA,"No_disagregation","hh_size_prop"
"40","all","9",8.1,5475,"percentage","hh_size_prop","No_disagregation","all"," ",443,"hh_size_prop/all","1",7,NA,NA,"No_disagregation","hh_size_prop"
"41","all","perc_male_less_1",3.92,5475,"average","perc_male_less_1","No_disagregation","all"," ",NA,"perc_male_less_1/all","1",1,NA,NA,"No_disagregation","perc_male_less_1"
"42","all","perc_female_less_1",3.1,5475,"average","perc_female_less_1","No_disagregation","all"," ",NA,"perc_female_less_1/all","1",1,NA,NA,"No_disagregation","perc_female_less_1"
"43","all","perc_male_1_4",8.29,5475,"average","perc_male_1_4","No_disagregation","all"," ",NA,"perc_male_1_4/all","1",1,NA,NA,"No_disagregation","perc_male_1_4"
"44","all","perc_female_1_4",6.13,5475,"average","perc_female_1_4","No_disagregation","all"," ",NA,"perc_female_1_4/all","1",1,NA,NA,"No_disagregation","perc_female_1_4"
"45","all","perc_male_5_15",16.26,5475,"average","perc_male_5_15","No_disagregation","all"," ",NA,"perc_male_5_15/all","1",1,NA,NA,"No_disagregation","perc_male_5_15"
"46","all","perc_female_5_15",11.78,5475,"average","perc_female_5_15","No_disagregation","all"," ",NA,"perc_female_5_15/all","1",1,NA,NA,"No_disagregation","perc_female_5_15"
"47","all","perc_male_16_17",3.43,5475,"average","perc_male_16_17","No_disagregation","all"," ",NA,"perc_male_16_17/all","1",1,NA,NA,"No_disagregation","perc_male_16_17"
"48","all","perc_female_16_17",3.28,5475,"average","perc_female_16_17","No_disagregation","all"," ",NA,"perc_female_16_17/all","1",1,NA,NA,"No_disagregation","perc_female_16_17"
"49","all","perc_male_18_49",16.85,5475,"average","perc_male_18_49","No_disagregation","all"," ",NA,"perc_male_18_49/all","1",1,NA,NA,"No_disagregation","perc_male_18_49"
"50","all","perc_female_18_49",17.62,5475,"average","perc_female_18_49","No_disagregation","all"," ",NA,"perc_female_18_49/all","1",1,NA,NA,"No_disagregation","perc_female_18_49"
"51","all","perc_male_50_64",4.26,5475,"average","perc_male_50_64","No_disagregation","all"," ",NA,"perc_male_50_64/all","1",1,NA,NA,"No_disagregation","perc_male_50_64"
"52","all","perc_female_50_64",2.41,5475,"average","perc_female_50_64","No_disagregation","all"," ",NA,"perc_female_50_64/all","1",1,NA,NA,"No_disagregation","perc_female_50_64"
"53","all","perc_male_65_over",1.35,5475,"average","perc_male_65_over","No_disagregation","all"," ",NA,"perc_male_65_over/all","1",1,NA,NA,"No_disagregation","perc_male_65_over"
"54","all","perc_female_65_over",1.32,5475,"average","perc_female_65_over","No_disagregation","all"," ",NA,"perc_female_65_over/all","1",1,NA,NA,"No_disagregation","perc_female_65_over"
"55","all","no",83.7,5475,"percentage","hh_contain_elderly","No_disagregation","all"," ",4583,"hh_contain_elderly/all","1",1,NA,NA,"No_disagregation","hh_contain_elderly"
"56","all","yes",16.3,5475,"percentage","hh_contain_elderly","No_disagregation","all"," ",892,"hh_contain_elderly/all","1",2,NA,NA,"No_disagregation","hh_contain_elderly"
"57","all","no",19.3,5475,"percentage","hh_contain_child_under_5","No_disagregation","all"," ",1057,"hh_contain_child_under_5/all","1",2,NA,NA,"No_disagregation","hh_contain_child_under_5"
"58","all","yes",80.7,5475,"percentage","hh_contain_child_under_5","No_disagregation","all"," ",4418,"hh_contain_child_under_5/all","1",1,NA,NA,"No_disagregation","hh_contain_child_under_5"
"59","all","no",97.4,5475,"percentage","female_child_hoh_no_adult","No_disagregation","all"," ",5333,"female_child_hoh_no_adult/all","1",1,NA,NA,"No_disagregation","female_child_hoh_no_adult"
"60","all","yes",2.6,5475,"percentage","female_child_hoh_no_adult","No_disagregation","all"," ",142,"female_child_hoh_no_adult/all","1",2,NA,NA,"No_disagregation","female_child_hoh_no_adult"
"61","all","no",99.1,5475,"percentage","dep_ration_8_or_more","No_disagregation","all"," ",5426,"dep_ration_8_or_more/all","1",1,NA,NA,"No_disagregation","dep_ration_8_or_more"
"62","all","yes",0.9,5475,"percentage","dep_ration_8_or_more","No_disagregation","all"," ",49,"dep_ration_8_or_more/all","1",2,NA,NA,"No_disagregation","dep_ration_8_or_more"
"63","all","0",73.2,5475,"percentage","disability_prop","No_disagregation","all"," ",4008,"disability_prop/all","1",1,NA,NA,"No_disagregation","disability_prop"
"64","all","1",23.6,5475,"percentage","disability_prop","No_disagregation","all"," ",1292,"disability_prop/all","1",2,NA,NA,"No_disagregation","disability_prop"
"65","all","2",2.7,5475,"percentage","disability_prop","No_disagregation","all"," ",148,"disability_prop/all","1",3,NA,NA,"No_disagregation","disability_prop"
"66","all","3+",0.4,5475,"percentage","disability_prop","No_disagregation","all"," ",22,"disability_prop/all","1",4,NA,NA,"No_disagregation","disability_prop"
"67","all","0",84.5,5446,"percentage","pregnant_prop","No_disagregation","all"," ",4602,"pregnant_prop/all","1",1,NA,NA,"No_disagregation","pregnant_prop"
"68","all","1",15.1,5446,"percentage","pregnant_prop","No_disagregation","all"," ",822,"pregnant_prop/all","1",2,NA,NA,"No_disagregation","pregnant_prop"
"69","all","2",0.4,5446,"percentage","pregnant_prop","No_disagregation","all"," ",22,"pregnant_prop/all","1",3,NA,NA,"No_disagregation","pregnant_prop"
"70","all","3+",0,5446,"percentage","pregnant_prop","No_disagregation","all"," ",0,"pregnant_prop/all","1",4,NA,NA,"No_disagregation","pregnant_prop"
"71","all","0",39.8,4461,"percentage","breastfeeding_prop","No_disagregation","all"," ",1775,"breastfeeding_prop/all","1",2,NA,NA,"No_disagregation","breastfeeding_prop"
"72","all","1",56.6,4461,"percentage","breastfeeding_prop","No_disagregation","all"," ",2525,"breastfeeding_prop/all","1",1,NA,NA,"No_disagregation","breastfeeding_prop"
"73","all","2",3.1,4461,"percentage","breastfeeding_prop","No_disagregation","all"," ",138,"breastfeeding_prop/all","1",3,NA,NA,"No_disagregation","breastfeeding_prop"
"74","all","3+",0.5,4461,"percentage","breastfeeding_prop","No_disagregation","all"," ",22,"breastfeeding_prop/all","1",4,NA,NA,"No_disagregation","breastfeeding_prop"
"75","all","all",39.6,5475,"percentage","tazkera","No_disagregation","all"," ",2168,"tazkera/all","1",1,"All adult household members (aged 18 +)",NA,"No_disagregation","Which adults in your household have a tazkera?"
"76","all","dont_know",0,5475,"percentage","tazkera","No_disagregation","all"," ",0,"tazkera/all","1",5,"Do not know",NA,"No_disagregation","Which adults in your household have a tazkera?"
"77","all","hoh_only",32.3,5475,"percentage","tazkera","No_disagregation","all"," ",1768,"tazkera/all","1",2,"Only head of household",NA,"No_disagregation","Which adults in your household have a tazkera?"
"78","all","none",1.8,5475,"percentage","tazkera","No_disagregation","all"," ",99,"tazkera/all","1",4,"No adults in household have a Tazkera",NA,"No_disagregation","Which adults in your household have a tazkera?"
"79","all","some",26.3,5475,"percentage","tazkera","No_disagregation","all"," ",1440,"tazkera/all","1",3,"Some adult household members (aged 18+)",NA,"No_disagregation","Which adults in your household have a tazkera?"
"80","all","0",2.5,5473,"percentage","breadwinner_prop","No_disagregation","all"," ",137,"breadwinner_prop/all","1",4,NA,NA,"No_disagregation","breadwinner_prop"
"81","all","1",74.9,5473,"percentage","breadwinner_prop","No_disagregation","all"," ",4099,"breadwinner_prop/all","1",1,NA,NA,"No_disagregation","breadwinner_prop"
"82","all","2",17.4,5473,"percentage","breadwinner_prop","No_disagregation","all"," ",952,"breadwinner_prop/all","1",2,NA,NA,"No_disagregation","breadwinner_prop"
"83","all","3+",5.2,5473,"percentage","breadwinner_prop","No_disagregation","all"," ",285,"breadwinner_prop/all","1",3,NA,NA,"No_disagregation","breadwinner_prop"
"84","all","no",99.5,5475,"percentage","hhs_no_adult_male_working","No_disagregation","all"," ",5448,"hhs_no_adult_male_working/all","1",1,NA,NA,"No_disagregation","hhs_no_adult_male_working"
"85","all","yes",0.5,5475,"percentage","hhs_no_adult_male_working","No_disagregation","all"," ",27,"hhs_no_adult_male_working/all","1",2,NA,NA,"No_disagregation","hhs_no_adult_male_working"
"86","all","no",97.5,5475,"percentage","hhs_no_src_livelihood","No_disagregation","all"," ",5338,"hhs_no_src_livelihood/all","1",1,NA,NA,"No_disagregation","hhs_no_src_livelihood"
"87","all","yes",2.5,5475,"percentage","hhs_no_src_livelihood","No_disagregation","all"," ",137,"hhs_no_src_livelihood/all","1",2,NA,NA,"No_disagregation","hhs_no_src_livelihood"
"88","all","income",5309.62,5332,"average","income","No_disagregation","all"," ",NA,"income/all","1",1,NA,NA,"No_disagregation","What was the total cash income from all breadwinners for your household in the last 30 days (in AFN)?"
"89","all","work",93.4,5234,"percentage","cash_flow","No_disagregation","all"," ",4889,"cash_flow/all","1",1,"Income through work/labour",NA,"No_disagregation","In the last 30 days, has money come into the household through the following means?"
"90","all","loans",15.1,5234,"percentage","cash_flow","No_disagregation","all"," ",790,"cash_flow/all","1",2,"Borrow money / take on debt",NA,"No_disagregation","In the last 30 days, has money come into the household through the following means?"
"91","all","remittances",2.5,5234,"percentage","cash_flow","No_disagregation","all"," ",131,"cash_flow/all","1",4,"Remittances/gifts",NA,"No_disagregation","In the last 30 days, has money come into the household through the following means?"
"92","all","sell_assets",3.2,5234,"percentage","cash_flow","No_disagregation","all"," ",167,"cash_flow/all","1",3,"Selling personal belongings",NA,"No_disagregation","In the last 30 days, has money come into the household through the following means?"
"93","all","humanitarian_aid",2.5,5234,"percentage","cash_flow","No_disagregation","all"," ",131,"cash_flow/all","1",5,"Humanitarian aid (cash distribution)",NA,"No_disagregation","In the last 30 days, has money come into the household through the following means?"
"94","all","govt_benefits",1.2,5234,"percentage","cash_flow","No_disagregation","all"," ",63,"cash_flow/all","1",6,"Government benefits (pension)",NA,"No_disagregation","In the last 30 days, has money come into the household through the following means?"
"95","all","business",4.3,4837,"percentage","income_source","No_disagregation","all"," ",208,"income_source/all","1",4,"Business / sale of goods / services",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"96","all","cash_crop",13.9,4837,"percentage","income_source","No_disagregation","all"," ",672,"income_source/all","1",2,"Cash crop farming",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"97","all","formal",2.2,4837,"percentage","income_source","No_disagregation","all"," ",106,"income_source/all","1",6,"Formal employment / with contract",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"98","all","livestock",3.1,4837,"percentage","income_source","No_disagregation","all"," ",150,"income_source/all","1",5,"Livestock farming",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"99","all","rent",0.1,4837,"percentage","income_source","No_disagregation","all"," ",5,"income_source/all","1",7,"Rental properties",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"100","all","skilled",12.4,4837,"percentage","income_source","No_disagregation","all"," ",600,"income_source/all","1",3,"Skilled daily labour / no contract",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"101","all","unskilled",64.1,4837,"percentage","income_source","No_disagregation","all"," ",3101,"income_source/all","1",1,"Unskilled daily labour / no contract",NA,"No_disagregation","In the last 30 days, what type of work provided the majority of income for your household?"
"102","all","no",42.2,5475,"percentage","hh_relying_on_casual_labour","No_disagregation","all"," ",2310,"hh_relying_on_casual_labour/all","1",2,NA,NA,"No_disagregation","hh_relying_on_casual_labour"
"103","all","yes",57.8,5475,"percentage","hh_relying_on_casual_labour","No_disagregation","all"," ",3165,"hh_relying_on_casual_labour/all","1",1,NA,NA,"No_disagregation","hh_relying_on_casual_labour"
"104","all","badakhshan",3.8,2340,"percentage","displace_province","No_disagregation","all"," ",89,"displace_province/all","1",10,"Badakhshan",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"105","all","badghis",27.3,2340,"percentage","displace_province","No_disagregation","all"," ",639,"displace_province/all","1",1,"Badghis",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"106","all","baghlan",0.2,2340,"percentage","displace_province","No_disagregation","all"," ",5,"displace_province/all","1",19,"Baghlan",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"107","all","balkh",1.3,2340,"percentage","displace_province","No_disagregation","all"," ",30,"displace_province/all","1",12,"Balkh",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"108","all","bamyan",1.2,2340,"percentage","displace_province","No_disagregation","all"," ",28,"displace_province/all","1",14,"Bamyan",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"109","all","daykundi",4.8,2340,"percentage","displace_province","No_disagregation","all"," ",112,"displace_province/all","1",7,"Daykundi",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"110","all","farah",4.3,2340,"percentage","displace_province","No_disagregation","all"," ",101,"displace_province/all","1",8,"Farah",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"111","all","faryab",8.5,2340,"percentage","displace_province","No_disagregation","all"," ",199,"displace_province/all","1",4,"Faryab",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"112","all","ghazni",0.9,2340,"percentage","displace_province","No_disagregation","all"," ",21,"displace_province/all","1",15,"Ghazni",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"113","all","ghor",5.9,2340,"percentage","displace_province","No_disagregation","all"," ",138,"displace_province/all","1",6,"Ghor",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"114","all","helmand",4.3,2340,"percentage","displace_province","No_disagregation","all"," ",101,"displace_province/all","1",9,"Helmand",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"115","all","herat",13.9,2340,"percentage","displace_province","No_disagregation","all"," ",325,"displace_province/all","1",2,"Herat",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"116","all","jawzjan",11.4,2340,"percentage","displace_province","No_disagregation","all"," ",267,"displace_province/all","1",3,"Jawzjan",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"117","all","kabul",0.3,2340,"percentage","displace_province","No_disagregation","all"," ",7,"displace_province/all","1",18,"Kabul",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"118","all","kandahar",6.3,2340,"percentage","displace_province","No_disagregation","all"," ",147,"displace_province/all","1",5,"Kandahar",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"119","all","kapisa",0.1,2340,"percentage","displace_province","No_disagregation","all"," ",2,"displace_province/all","1",24,"Kapisa",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"120","all","khost",0.2,2340,"percentage","displace_province","No_disagregation","all"," ",5,"displace_province/all","1",20,"Khost",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"121","all","kunar",0.2,2340,"percentage","displace_province","No_disagregation","all"," ",5,"displace_province/all","1",21,"Kunar",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"122","all","kunduz",0.2,2340,"percentage","displace_province","No_disagregation","all"," ",5,"displace_province/all","1",22,"Kunduz",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"123","all","laghman",0.1,2340,"percentage","displace_province","No_disagregation","all"," ",2,"displace_province/all","1",25,"Laghman",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"124","all","logar",0.2,2340,"percentage","displace_province","No_disagregation","all"," ",5,"displace_province/all","1",23,"Logar",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"125","all","maidan_wardak",0.1,2340,"percentage","displace_province","No_disagregation","all"," ",2,"displace_province/all","1",26,"Maidan Wardak",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"126","all","nangarhar",0.1,2340,"percentage","displace_province","No_disagregation","all"," ",2,"displace_province/all","1",27,"Nangarhar",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"127","all","nimroz",0.5,2340,"percentage","displace_province","No_disagregation","all"," ",12,"displace_province/all","1",16,"Nimroz",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"128","all","paktika",0,2340,"percentage","displace_province","No_disagregation","all"," ",0,"displace_province/all","1",29,"Paktika",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"129","all","paktya",0,2340,"percentage","displace_province","No_disagregation","all"," ",0,"displace_province/all","1",30,"Paktya",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"130","all","parwan",0,2340,"percentage","displace_province","No_disagregation","all"," ",0,"displace_province/all","1",31,"Parwan",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"131","all","sar_e_pul",2.1,2340,"percentage","displace_province","No_disagregation","all"," ",49,"displace_province/all","1",11,"Sar-e-Pul",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"132","all","takhar",0.1,2340,"percentage","displace_province","No_disagregation","all"," ",2,"displace_province/all","1",28,"Takhar",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"133","all","uruzgan",1.3,2340,"percentage","displace_province","No_disagregation","all"," ",30,"displace_province/all","1",13,"Uruzgan",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"134","all","zabul",0.4,2340,"percentage","displace_province","No_disagregation","all"," ",9,"displace_province/all","1",17,"Zabul",NA,"No_disagregation","In which province did you live before you were displaced for the first time?"
"135","all","no",78.4,5475,"percentage","displaced_outside_prov_org","No_disagregation","all"," ",4292,"displaced_outside_prov_org/all","1",1,NA,NA,"No_disagregation","displaced_outside_prov_org"
"136","all","yes",21.6,5475,"percentage","displaced_outside_prov_org","No_disagregation","all"," ",1183,"displaced_outside_prov_org/all","1",2,NA,NA,"No_disagregation","displaced_outside_prov_org"
"137","all","clashes",12.4,2340,"percentage","displace_push","No_disagregation","all"," ",290,"displace_push/all","1",3,"Clashes among AGEs/AoGs",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"138","all","conflict",50,2340,"percentage","displace_push","No_disagregation","all"," ",1170,"displace_push/all","1",1,"Armed conflict / military operation",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"139","all","disaster",24.3,2340,"percentage","displace_push","No_disagregation","all"," ",569,"displace_push/all","1",2,"Natural disaster",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"140","all","employment",6.2,2340,"percentage","displace_push","No_disagregation","all"," ",145,"displace_push/all","1",4,"No work opportunities",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"141","all","harassment_government",0,2340,"percentage","displace_push","No_disagregation","all"," ",0,"displace_push/all","1",10,"Intimidation and harassment by government",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"142","all","harassment_groups",3.6,2340,"percentage","displace_push","No_disagregation","all"," ",84,"displace_push/all","1",5,"Intimidation and harassment  by AGEs/AoGs",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"143","all","kidnapping",0.1,2340,"percentage","displace_push","No_disagregation","all"," ",2,"displace_push/all","1",8,"Kidnapping /abduction",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"144","all","land_dispute",1.3,2340,"percentage","displace_push","No_disagregation","all"," ",30,"displace_push/all","1",7,"Land dispute/land occupation",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"145","all","other",0.1,2340,"percentage","displace_push","No_disagregation","all"," ",2,"displace_push/all","1",9,"Other",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"146","all","rocket_shelling",0,2340,"percentage","displace_push","No_disagregation","all"," ",0,"displace_push/all","1",11,"Cross-border rocket shelling",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"147","all","tribal_fighting",2,2340,"percentage","displace_push","No_disagregation","all"," ",47,"displace_push/all","1",6,"Inter-tribal or factional fighting",NA,"No_disagregation","What was the main reason why your household chose to leave your area of origin?"
"148","all","1_3_month",6.1,2340,"percentage","arrive_current_location","No_disagregation","all"," ",143,"arrive_current_location/all","1",4,"Less then three months but more than one month",NA,"No_disagregation","How long ago did your household arrive at the current location?"
"149","all","3_6_month",13,2340,"percentage","arrive_current_location","No_disagregation","all"," ",304,"arrive_current_location/all","1",3,"Less than six months but more then 3 months",NA,"No_disagregation","How long ago did your household arrive at the current location?"
"150","all","6_12_month",22.5,2340,"percentage","arrive_current_location","No_disagregation","all"," ",526,"arrive_current_location/all","1",2,"Less than one year but more than six months",NA,"No_disagregation","How long ago did your household arrive at the current location?"
"151","all","less_one_month",0.8,2340,"percentage","arrive_current_location","No_disagregation","all"," ",19,"arrive_current_location/all","1",5,"Less than one month",NA,"No_disagregation","How long ago did your household arrive at the current location?"
"152","all","more_one_year",57.6,2340,"percentage","arrive_current_location","No_disagregation","all"," ",1348,"arrive_current_location/all","1",1,"More then one year",NA,"No_disagregation","How long ago did your household arrive at the current location?"
"153","all","affordable",3.7,2340,"percentage","displace_pull","No_disagregation","all"," ",87,"displace_pull/all","1",6,"Affordability of location",NA,"No_disagregation","What was the main reason why your household chose to come to this location?"
"154","all","employment",21.1,2340,"percentage","displace_pull","No_disagregation","all"," ",494,"displace_pull/all","1",2,"Better employment opportunities",NA,"No_disagregation","What was the main reason why your household chose to come to this location?"
"155","all","family",19,2340,"percentage","displace_pull","No_disagregation","all"," ",445,"displace_pull/all","1",3,"Family / friends are here",NA,"No_disagregation","What was the main reason why your household chose to come to this location?"
"156","all","only_available",4.8,2340,"percentage","displace_pull","No_disagregation","all"," ",112,"displace_pull/all","1",4,"Only place that could be found",NA,"No_disagregation","What was the main reason why your household chose to come to this location?"
"157","all","security",45.8,2340,"percentage","displace_pull","No_disagregation","all"," ",1072,"displace_pull/all","1",1,"Better security",NA,"No_disagregation","What was the main reason why your household chose to come to this location?"
